distance_km,ngo_members,expiry_hours_left,past_success_rate,allocation_score
7.74,54,5.6,0.15,0.6391
32.41,13,11.6,0.42,0.5746
41.31,18,43.5,0.46,0.5461
41.74,31,10.0,0.77,0.6612
26.61,71,42.4,0.89,0.8175
8.57,15,32.6,0.62,0.7218
100.0,8,34.7,0.7,0.3934
8.74,77,39.5,0.89,0.8835
32.39,49,36.1,0.56,0.724
15.79,36,23.6,0.75,0.8345
14.35,60,1.9,0.55,0.6708
2.81,10,14.8,0.55,0.7435
33.26,168,1.2,0.97,0.6648
10.83,26,6.4,0.6,0.6945
89.1,61,34.8,0.3,0.437
36.19,47,37.2,0.62,0.6595
1.36,52,43.3,0.67,0.884
29.36,66,7.4,0.78,0.7857
5.79,5,7.0,0.47,0.6931
19.15,41,39.5,0.54,0.6962
28.0,8,17.2,0.43,0.5017
2.89,14,16.8,0.26,0.6287
18.66,10,45.4,0.49,0.6792
1.77,37,12.9,0.45,0.6389
89.04,6,36.6,0.49,0.4416
61.33,68,45.7,0.76,0.6397
5.32,83,9.7,0.55,0.7843
20.37,153,12.5,0.88,0.8149
100.0,42,13.8,0.49,0.4862
5.76,130,16.9,0.76,0.8581
41.11,26,37.7,0.52,0.6716
9.42,27,5.1,0.37,0.6885
0.64,11,35.4,0.4,0.7127
4.71,17,7.7,0.17,0.6091
15.15,78,13.5,0.94,0.8372
9.68,29,8.3,0.45,0.7193
23.21,43,3.1,0.59,0.7135
1.19,43,31.6,0.79,0.8586
33.2,6,28.2,0.54,0.6575
46.91,67,32.0,0.96,0.8451
11.83,123,42.8,0.93,0.8582
9.97,24,2.0,0.75,0.6636
15.47,27,42.5,0.48,0.7131
2.9,123,34.1,0.64,0.792
37.08,50,8.3,0.61,0.6642
6.42,68,13.2,0.51,0.7722
91.9,78,17.9,0.9,0.6174
2.96,63,12.0,0.71,0.8043
20.11,71,18.4,0.68,0.7267
18.92,13,22.0,0.3,0.6612
9.67,39,15.7,0.77,0.7813
18.98,181,45.7,0.84,0.858
100.0,36,16.5,0.62,0.6141
7.29,234,14.2,0.79,0.9131
16.08,31,14.8,0.6,0.7557
51.96,68,24.8,0.53,0.6625
13.18,33,46.2,0.8,0.8372
13.16,82,45.0,0.85,0.7884
21.73,29,11.7,0.12,0.5206
36.17,8,24.3,0.67,0.6139
6.74,17,45.6,0.37,0.6454
55.22,21,32.2,0.52,0.5526
67.11,133,19.3,0.84,0.7432
32.34,67,47.8,0.36,0.668
42.09,78,7.6,0.64,0.7375
17.56,29,38.8,0.35,0.6887
9.07,13,41.4,0.52,0.6927
8.41,14,45.8,0.69,0.783
12.13,85,35.3,0.3,0.6772
8.7,22,37.1,0.2,0.6406
2.83,112,7.4,0.76,0.8916
13.21,33,43.8,0.69,0.7756
28.17,25,7.9,0.1,0.5184
34.26,39,43.5,0.2,0.5236
17.3,103,22.8,0.63,0.8129
4.15,22,6.8,0.36,0.6861
72.06,18,3.4,0.32,0.3836
6.34,16,13.4,0.49,0.6636
2.41,9,35.6,0.63,0.7975
10.97,65,13.9,0.79,0.9075
26.88,5,14.2,0.44,0.6186
0.51,60,11.0,0.7,0.9026
34.11,106,21.9,0.78,0.812
1.54,16,32.3,0.45,0.6523
0.67,13,36.4,0.36,0.7154
1.77,38,31.4,0.15,0.6884
15.88,25,31.1,0.39,0.6769
16.31,107,36.7,0.61,0.8172
96.82,14,36.3,0.3,0.5151
31.54,10,46.1,0.18,0.5596
36.45,54,25.0,0.73,0.7594
0.74,129,41.0,0.88,0.9826
1.92,16,45.8,0.37,0.6554
21.13,131,41.4,0.73,0.7749
38.38,30,20.2,0.56,0.6527
12.59,80,5.1,0.49,0.7354
26.56,33,47.2,0.73,0.6228
12.82,39,8.5,0.43,0.6925
1.4,52,38.8,0.46,0.8006
5.35,33,25.8,0.8,0.8049
7.53,30,33.1,0.43,0.6603
17.21,6,9.9,0.49,0.5404
1.41,6,11.8,0.19,0.5712
17.56,102,20.1,0.65,0.7781
21.83,25,32.7,0.35,0.6935
0.72,19,11.2,0.61,0.7086
29.67,51,36.2,0.77,0.7151
4.41,30,37.9,0.41,0.7298
10.37,36,41.3,0.52,0.7737
6.16,135,40.3,0.95,0.8848
24.66,30,35.6,0.13,0.6222
1.11,76,32.5,0.64,0.841
3.92,117,1.4,0.81,0.9398
2.79,30,21.4,0.1,0.7532
4.02,13,42.7,0.52,0.6475
14.28,29,33.3,0.44,0.6822
32.88,48,42.6,0.46,0.6698
35.27,56,9.9,0.85,0.7082
3.74,54,29.7,0.83,0.8581
2.99,122,27.7,0.88,0.9818
19.5,9,45.5,0.71,0.7217
12.07,35,23.8,0.88,0.8142
8.59,20,18.9,0.52,0.6298
2.87,86,24.2,0.73,0.7932
12.42,31,29.6,0.63,0.6884
16.34,59,13.6,0.41,0.5882
53.27,66,32.8,0.58,0.5749
10.56,8,33.1,0.25,0.6186
1.08,17,4.3,0.61,0.7565
13.66,66,3.5,0.56,0.641
2.96,9,15.5,0.19,0.5992
20.45,33,24.4,0.86,0.8751
10.72,59,9.2,0.48,0.7267
19.39,44,27.6,0.58,0.7677
3.67,59,26.4,0.59,0.7828
9.08,13,22.2,0.34,0.699
12.53,96,40.4,0.6,0.7535
3.49,65,7.6,0.76,0.8386
7.36,65,35.7,0.84,0.9439
49.65,33,6.6,0.68,0.4721
18.13,22,26.4,0.51,0.6616
23.19,97,10.4,0.55,0.7329
26.89,14,39.9,0.06,0.5492
8.12,64,25.0,0.88,0.8459
7.1,46,9.0,0.71,0.8754
65.35,20,45.3,0.29,0.5559
26.31,120,44.7,0.8,0.8137
10.26,58,21.9,0.29,0.7416
36.44,80,4.1,0.61,0.6322
4.52,36,39.9,0.67,0.7963
4.83,29,25.9,0.2,0.6618
9.41,137,3.5,0.87,0.7886
17.9,42,3.9,0.55,0.6613
5.73,43,7.8,0.66,0.8072
22.27,16,40.8,0.29,0.647
15.19,52,2.5,0.37,0.6564
4.14,23,20.4,0.12,0.614
13.02,81,41.9,0.46,0.7184
10.85,12,32.6,0.26,0.7034
1.61,102,13.3,0.6,0.8593
7.43,87,45.5,0.78,0.7896
7.85,32,47.5,0.61,0.8213
2.25,77,32.1,0.92,0.8941
39.77,103,3.8,0.84,0.7116
3.13,46,3.8,0.52,0.8425
0.58,7,41.9,0.37,0.771
2.66,122,19.0,0.55,0.7039
6.12,50,26.2,0.76,0.839
8.35,78,2.7,0.71,0.8391
62.12,19,14.9,0.46,0.5268
2.0,117,16.7,0.92,0.9204
29.76,34,4.4,0.48,0.598
9.26,6,1.5,0.23,0.5075
29.59,88,31.9,0.66,0.6124
3.09,26,11.1,0.71,0.8422
38.87,141,4.5,0.83,0.6744
50.39,49,25.0,0.67,0.6986
18.69,91,26.6,0.22,0.7141
32.57,31,1.7,0.8,0.6452
22.94,12,31.4,0.63,0.673
22.27,26,10.0,0.5,0.6223
31.13,39,27.0,0.44,0.6709
8.76,18,7.6,0.7,0.8129
56.31,33,46.8,0.49,0.5299
4.39,21,38.0,0.43,0.7352
0.64,12,15.7,0.45,0.7502
0.57,5,35.8,0.35,0.7039
21.11,101,41.8,0.72,0.7449
10.78,66,7.1,0.39,0.7335
8.15,70,20.9,0.29,0.7002
14.54,84,43.5,0.46,0.6652
1.48,15,37.6,0.34,0.675
4.69,122,13.1,0.88,0.8785
4.85,14,37.3,0.4,0.7642
12.47,120,14.0,0.72,0.7123
20.05,34,28.7,0.55,0.6808
5.68,123,26.4,0.8,0.8793
4.17,34,43.8,0.82,0.8178
6.97,46,29.2,0.38,0.6951
8.55,26,38.2,0.4,0.7036
4.2,17,8.5,0.69,0.5916
12.06,22,23.4,0.55,0.7875
8.78,117,38.7,0.67,0.8562
5.42,190,46.4,0.97,1.0
15.8,65,38.3,0.64,0.8683
5.69,32,41.6,0.65,0.6809
6.36,7,9.4,0.27,0.6201
18.91,38,30.0,0.57,0.7311
30.19,9,36.8,0.35,0.6182
10.43,91,19.8,0.87,0.8217
8.29,101,15.8,0.81,0.8647
2.54,34,5.9,0.75,0.7675
13.66,36,13.5,0.62,0.6754
11.8,6,33.7,0.38,0.5939
0.87,65,42.7,0.62,0.8698
13.13,104,45.7,0.96,0.936
58.98,119,46.7,0.76,0.6289
6.49,79,30.6,0.44,0.7321
16.07,10,16.6,0.41,0.66
17.79,17,32.9,0.31,0.5823
16.62,29,27.6,0.61,0.7088
1.95,28,22.1,0.53,0.7465
4.9,53,30.5,0.69,0.9129
8.59,212,35.7,0.87,0.8177
25.04,47,37.2,0.3,0.6583
25.15,67,38.3,0.81,0.7826
38.25,84,21.9,0.69,0.7871
2.07,36,17.9,0.44,0.74
37.5,18,5.5,0.67,0.6871
11.77,13,13.3,0.25,0.6353
53.39,47,14.9,0.54,0.5986
13.6,20,5.3,0.66,0.7764
6.02,36,36.9,0.75,0.7804
4.46,15,30.6,0.43,0.7513
2.76,75,26.6,0.66,0.7294
36.15,28,39.6,0.16,0.4795
55.4,10,30.5,0.32,0.4891
3.96,87,45.4,0.5,0.8261
14.94,29,31.6,0.71,0.6992
15.58,41,28.8,0.51,0.6577
37.15,26,30.7,0.35,0.5374
8.55,81,41.5,0.73,0.7687
8.17,66,29.3,0.6,0.7732
17.09,81,17.2,0.18,0.7196
24.49,42,22.7,0.74,0.7098
35.7,94,40.0,0.73,0.7473
51.64,20,44.7,0.37,0.5121
5.61,22,23.6,0.55,0.6872
18.92,12,22.3,0.4,0.6615
1.34,7,42.1,0.18,0.6115
15.02,18,10.3,0.43,0.6751
19.02,45,24.7,0.55,0.7275
10.46,11,28.9,0.3,0.6211
8.75,114,16.3,0.94,0.8404
5.92,136,33.1,0.66,0.7872
8.88,13,33.8,0.38,0.7386
16.68,78,39.3,0.81,0.7955
59.53,12,42.3,0.49,0.5309
15.33,16,44.8,0.3,0.6288
56.3,12,2.2,0.39,0.3871
92.62,124,4.4,0.7,0.4826
4.59,43,24.6,0.95,0.8518
68.91,14,17.9,0.44,0.4879
46.76,24,27.3,0.23,0.499
10.95,13,15.2,0.3,0.6345
73.85,49,38.9,0.59,0.5244
19.76,41,38.8,0.61,0.6946
50.49,94,3.3,0.63,0.6085
4.83,56,29.6,0.85,0.8527
11.33,6,45.7,0.66,0.7117
14.1,41,12.1,0.78,0.7728
6.46,104,37.3,0.82,0.8921
26.03,124,21.6,0.78,0.8356
18.05,36,13.0,0.68,0.7923
30.35,16,9.7,0.3,0.5484
39.64,33,30.9,0.56,0.565
4.15,123,31.4,0.94,0.9464
4.51,45,27.5,0.45,0.7301
51.87,37,42.1,0.49,0.6478
40.71,58,32.6,0.85,0.7829
0.61,31,16.7,0.63,0.8136
47.2,5,27.4,0.75,0.5702
3.49,30,47.9,0.52,0.7312
8.78,22,31.4,0.62,0.8015
7.13,119,47.2,0.94,0.8599
6.67,29,7.6,0.67,0.7569
21.12,19,20.9,0.18,0.7151
16.78,213,12.9,0.91,0.8966
0.78,23,4.0,0.65,0.8357
22.82,42,18.4,0.51,0.6828
26.4,70,25.2,0.8,0.7834
11.44,60,9.8,0.81,0.8283
51.27,59,46.4,0.5,0.7075
1.06,12,25.0,0.88,0.8215
9.03,23,17.0,0.58,0.7308
17.29,35,4.8,0.77,0.7062
22.52,57,39.7,0.74,0.8497
12.78,29,13.5,0.45,0.6604
42.68,73,12.8,0.52,0.6614
32.78,67,1.7,0.73,0.6862
16.04,53,4.4,0.72,0.7507
23.93,87,7.7,0.37,0.7287
2.75,92,22.3,0.8,0.9091
20.28,10,22.9,0.21,0.5861
6.98,40,19.2,0.78,0.8198
34.97,378,44.3,0.93,0.8472
45.38,153,22.9,0.92,0.8745
27.4,50,23.6,0.8,0.7486
32.14,61,39.9,0.83,0.7241
7.59,26,4.3,0.4,0.6625
2.76,22,15.8,0.61,0.7219
38.23,69,21.6,0.52,0.6947
1.47,23,40.8,0.42,0.7428
34.69,86,21.6,0.54,0.7327
21.31,61,12.1,0.57,0.7289
100.0,18,8.5,0.36,0.3926
4.39,19,47.4,0.13,0.5315
38.25,12,30.9,0.56,0.5959
27.91,15,42.2,0.5,0.7155
3.34,35,3.1,0.82,0.7802
6.2,51,1.9,0.45,0.6838
12.01,154,10.4,0.89,0.9552
6.06,109,18.0,0.51,0.7911
15.59,99,18.8,0.81,0.8424
57.42,35,20.6,0.7,0.7108
14.45,32,26.0,0.38,0.5806
9.71,48,33.4,0.62,0.8203
3.11,47,32.9,0.45,0.7037
12.8,43,22.5,0.82,0.8508
40.59,43,34.2,0.75,0.7445
16.95,28,43.0,0.29,0.6875
9.64,32,31.4,0.73,0.7673
9.81,8,21.3,0.42,0.7723
15.65,103,47.7,0.88,0.9424
1.75,62,8.5,0.79,0.8808
18.29,13,13.9,0.13,0.6311
12.43,30,29.0,0.37,0.6835
23.36,72,43.4,0.54,0.6964
56.59,22,14.7,0.33,0.417
41.04,9,13.3,0.09,0.4727
12.6,103,5.6,0.95,0.7773
0.59,80,40.4,0.75,0.8401
2.24,34,47.5,0.77,0.7095
29.93,11,16.4,0.46,0.5977
5.65,57,47.9,0.64,0.8628
21.76,11,24.0,0.52,0.714
15.88,10,11.9,0.57,0.6751
2.81,30,21.0,0.7,0.828
19.89,112,46.5,0.83,0.8781
100.0,10,46.0,0.37,0.4411
15.35,26,45.1,0.35,0.7109
8.03,134,18.3,0.82,0.8415
42.92,31,14.9,0.67,0.6238
28.28,42,26.7,0.65,0.7125
15.82,61,32.8,0.72,0.7894
28.02,10,37.5,0.27,0.5757
8.69,11,46.3,0.59,0.7722
5.95,36,40.8,0.68,0.8764
17.8,21,5.5,0.46,0.6309
19.8,46,1.2,0.8,0.6741
22.21,24,4.3,0.47,0.6394
16.6,67,28.0,0.78,0.7796
32.2,154,33.6,0.98,0.8488
68.95,81,1.3,0.33,0.3869
2.11,72,40.4,0.54,0.8248
30.78,31,43.7,0.54,0.6542
5.32,13,17.8,0.58,0.805
12.77,64,25.1,0.9,0.8597
19.99,87,3.6,0.58,0.6826
1.65,24,2.1,0.36,0.7306
35.17,37,46.0,0.45,0.5351
8.82,26,44.7,0.69,0.6201
15.14,53,19.7,0.38,0.7326
15.26,16,41.8,0.47,0.6596
12.05,83,47.5,0.44,0.6332
5.23,17,19.2,0.6,0.6879
94.41,9,14.8,0.85,0.6111
24.02,75,41.5,0.37,0.6789
3.55,63,4.2,0.78,0.825
10.99,64,32.0,0.82,0.7972
57.3,11,9.4,0.24,0.5067
76.53,67,12.9,0.77,0.6417
20.63,41,6.7,0.7,0.703
31.91,15,8.2,0.69,0.6259
5.99,41,36.5,0.42,0.8069
10.26,18,25.9,0.47,0.7542
17.35,48,29.2,0.46,0.8667
6.85,6,36.7,0.24,0.6094
53.77,40,10.6,0.62,0.548
31.86,11,10.6,0.44,0.5933
20.28,146,23.7,0.73,0.7611
17.26,73,38.0,0.64,0.7361
55.71,92,36.1,0.76,0.6772
32.62,45,25.8,0.69,0.765
8.24,98,25.5,0.35,0.7289
2.14,104,11.8,0.64,0.7906
7.9,38,2.0,0.67,0.7227
35.5,10,11.9,0.67,0.6739
45.33,29,2.9,0.25,0.537
35.15,41,6.2,0.53,0.6239
47.85,80,13.0,0.75,0.7208
15.74,39,28.9,0.6,0.7905
61.12,119,39.7,0.86,0.7793
41.22,125,29.5,0.92,0.8222
0.7,49,25.5,0.66,0.8425
7.63,9,37.6,0.38,0.5336
13.87,64,39.3,0.37,0.8322
13.7,75,20.8,0.63,0.8289
38.57,14,2.5,0.25,0.4642
1.45,44,7.4,0.84,0.8271
63.31,46,9.8,0.69,0.6453
0.53,101,32.1,0.93,0.9821
15.98,68,9.1,0.19,0.6995
0.63,65,41.7,0.66,0.8584
25.4,10,31.5,0.58,0.653
4.01,20,32.3,0.26,0.6856
58.63,51,19.2,0.69,0.6156
15.47,206,3.1,0.91,0.8496
9.52,8,27.3,0.51,0.7151
2.03,5,37.8,0.64,0.7326
3.94,71,32.6,0.48,0.8111
39.95,18,11.5,0.3,0.5182
15.93,54,46.4,0.73,0.8197
9.56,32,38.2,0.9,0.8786
1.22,50,39.2,0.48,0.7553
11.68,239,44.1,0.9,0.8624
26.38,17,12.3,0.59,0.7203
26.2,17,23.4,0.42,0.6527
4.19,153,14.1,0.82,0.9717
22.0,24,4.1,0.37,0.6525
3.74,10,1.1,0.18,0.5862
6.47,8,21.8,0.81,0.8751
12.99,73,6.9,0.74,0.8358
54.92,117,39.7,0.6,0.5788
1.4,40,10.4,0.55,0.7943
20.58,7,32.1,0.44,0.573
13.29,16,35.8,0.3,0.6341
4.76,5,37.5,0.46,0.6567
11.85,146,18.2,0.68,0.8119
24.0,36,11.7,0.67,0.7127
15.77,54,20.7,0.63,0.8667
1.61,70,47.4,0.47,0.7512
31.69,9,38.6,0.5,0.6468
14.63,43,32.0,0.52,0.6949
13.49,47,24.4,0.83,0.844
42.92,22,16.3,0.23,0.592
14.43,48,22.4,0.64,0.6979
100.0,45,39.3,0.72,0.5666
9.76,156,32.8,0.83,0.8037
23.11,81,36.1,0.66,0.7294
9.15,5,28.1,0.13,0.5148
25.64,35,42.0,0.44,0.6685
18.97,73,40.0,0.59,0.7355
16.46,22,22.0,0.37,0.7161
12.76,18,9.2,0.59,0.7227
37.48,35,25.9,0.79,0.7323
13.66,5,39.8,0.36,0.6178
14.56,81,41.2,0.63,0.809
3.16,105,47.6,0.84,0.957
19.24,52,15.9,0.49,0.7933
20.69,5,6.7,0.43,0.6262
19.48,52,5.2,0.84,0.7868
3.01,33,41.0,0.56,0.7275
25.0,11,27.0,0.54,0.658
15.74,55,25.1,0.56,0.7874
30.98,105,32.0,0.77,0.7765
20.52,59,32.5,0.49,0.7488
12.83,8,31.1,0.53,0.7183
15.52,20,39.2,0.27,0.587
7.99,15,18.4,0.43,0.634
6.69,13,27.5,0.06,0.5878
10.33,19,21.1,0.29,0.6077
17.19,31,14.5,0.44,0.6648
0.68,13,24.9,0.4,0.7147
16.97,27,5.2,0.42,0.6474
1.8,51,9.9,0.71,0.7035
11.65,148,17.4,0.61,0.8182
2.27,9,28.0,0.31,0.6227
3.2,20,26.1,0.34,0.7132
100.0,37,47.0,0.72,0.4867
29.36,7,18.0,0.56,0.6241
2.82,21,8.8,0.41,0.6627
17.66,119,43.2,0.67,0.6754
1.78,48,28.5,0.58,0.8207
4.81,24,17.7,0.23,0.6548
3.83,22,9.7,0.63,0.7864
5.17,16,29.0,0.14,0.6405
5.47,74,6.1,0.73,0.8076
56.32,47,39.6,0.53,0.625
20.02,45,31.0,0.73,0.7148
3.23,100,9.5,0.75,0.8371
2.01,21,25.6,0.21,0.7093
13.19,114,34.9,0.84,0.8469
52.25,7,9.7,0.5,0.4808
16.85,44,14.8,0.67,0.8077
17.2,115,12.9,0.82,0.8652
10.47,33,38.9,0.84,0.8235
12.06,68,47.9,0.9,0.8778
2.92,27,4.6,0.27,0.6242
6.86,121,39.8,0.73,0.8065
50.8,82,42.1,0.64,0.7646
10.63,109,46.1,0.83,0.8398
1.46,40,34.3,0.46,0.72
10.21,15,23.5,0.34,0.6424
9.28,53,8.1,0.6,0.809
32.46,18,42.8,0.21,0.5608
4.2,8,40.6,0.52,0.7671
13.35,31,7.5,0.76,0.7282
12.2,40,40.6,0.48,0.7543
10.27,77,28.6,0.71,0.773
32.71,28,29.8,0.32,0.6978
46.97,38,16.7,0.37,0.6304
12.53,32,15.0,0.69,0.7535
56.44,29,44.4,0.54,0.5503
14.34,75,13.6,0.89,0.8069
32.26,66,12.7,0.84,0.8271
2.93,61,13.8,0.75,0.7493
27.21,9,44.1,0.38,0.6463
42.92,18,10.0,0.47,0.6222
15.6,16,42.4,0.29,0.6562
21.8,19,26.0,0.5,0.6293
4.54,17,37.2,0.1,0.626
8.49,23,32.0,0.1,0.6039
44.76,11,5.4,0.7,0.432
5.33,7,21.6,0.3,0.5637
5.86,13,17.5,0.04,0.5568
8.0,45,40.0,0.55,0.8118
6.47,36,39.8,0.44,0.7608
6.19,136,1.8,0.71,0.8887
4.33,36,1.7,0.59,0.786
3.33,52,27.5,0.73,0.7285
1.03,5,33.6,0.31,0.6821
47.13,59,14.1,0.85,0.7387
22.95,46,28.0,0.65,0.7269
26.34,73,20.4,0.55,0.6512
6.61,11,8.9,0.21,0.5557
16.01,126,43.7,0.89,0.8946
23.0,88,45.7,0.63,0.7758
76.66,15,41.6,0.26,0.5038
25.31,12,12.8,0.28,0.5253
18.51,74,15.9,0.32,0.6291
6.38,202,17.8,0.83,0.9931
40.14,75,39.3,0.61,0.6624
6.12,14,30.5,0.4,0.6426
8.06,97,3.7,0.6,0.7635
9.39,32,40.9,0.46,0.7656
16.46,17,15.2,0.22,0.6492
24.84,12,19.0,0.52,0.6697
23.39,51,3.8,0.56,0.625
25.02,42,5.9,0.78,0.7422
14.37,42,24.4,0.23,0.6819
0.94,30,47.0,0.54,0.7845
22.81,69,46.9,0.57,0.7123
77.79,38,45.8,0.48,0.5195
5.4,39,42.0,0.44,0.7704
89.91,13,32.0,0.38,0.4387
66.76,46,33.9,0.46,0.5981
17.4,73,12.4,0.55,0.7047
3.46,6,38.8,0.51,0.6613
10.98,46,19.4,0.5,0.755
22.89,48,10.5,0.38,0.6156
27.24,36,5.4,0.49,0.5625
18.19,39,35.0,0.37,0.6734
1.06,28,43.1,0.67,0.8214
44.99,52,30.3,0.85,0.7485
19.18,8,35.3,0.37,0.5724
6.29,48,13.9,0.49,0.7555
33.1,29,40.9,0.62,0.6233
12.23,38,6.4,0.52,0.7129
8.85,25,13.6,0.62,0.703
67.76,113,14.7,0.28,0.5519
2.34,49,3.3,0.43,0.8347
1.75,5,17.1,0.37,0.5977
28.65,93,11.9,0.74,0.7353
34.88,24,26.0,0.22,0.5885
2.01,124,47.1,0.94,0.8352
7.08,12,39.7,0.36,0.7034
15.34,17,40.0,0.78,0.7544
4.83,86,13.4,0.81,0.8197
37.26,104,26.9,0.82,0.7831
47.99,54,32.5,0.27,0.5876
9.84,31,1.7,0.59,0.6718
26.16,44,26.1,0.46,0.6288
3.31,28,24.3,0.59,0.7634
26.98,216,9.8,0.91,0.7593
6.47,49,33.8,0.87,0.8031
10.27,43,31.8,0.67,0.7577
0.51,35,14.8,0.36,0.7787
14.3,25,13.4,0.29,0.685
8.23,53,34.3,0.84,0.9091
14.67,19,21.9,0.54,0.7215
5.29,92,15.7,0.53,0.8298
14.03,5,46.1,0.2,0.6009
23.24,88,37.2,0.82,0.8231
71.4,72,36.2,0.5,0.5142
22.55,12,20.4,0.35,0.6085
18.34,11,28.5,0.25,0.5646
9.99,88,43.8,0.62,0.884
21.31,161,41.7,0.98,0.7718
53.89,24,29.9,0.41,0.5126
20.85,208,8.8,0.74,0.7983
5.28,86,44.4,0.54,0.7695
42.26,9,20.4,0.25,0.4665
100.0,7,7.4,0.09,0.344
8.39,11,21.7,0.62,0.7615
12.1,54,14.2,0.76,0.8556
5.05,28,29.4,0.55,0.6916
20.57,78,40.2,0.48,0.6983
13.41,47,2.6,0.87,0.7691
23.7,9,21.7,0.17,0.5081
5.22,36,7.3,0.7,0.85
41.98,32,41.5,0.56,0.5905
0.51,25,10.0,0.48,0.726
3.71,26,35.4,0.31,0.7516
31.85,6,45.5,0.48,0.6333
26.67,17,5.9,0.23,0.5826
2.4,6,33.7,0.51,0.6509
3.86,68,44.5,0.53,0.8342
6.1,10,34.1,0.22,0.6109
29.45,29,43.0,0.24,0.6117
9.93,25,34.5,0.6,0.8012
1.62,160,22.3,0.9,0.9758
3.79,52,8.3,0.8,0.7942
33.21,55,36.2,0.66,0.6943
1.9,107,46.5,0.95,0.829
25.35,27,2.5,0.51,0.4937
2.02,15,37.6,0.47,0.7751
3.79,61,34.1,0.65,0.8173
21.42,185,34.7,0.75,0.8562
14.08,68,30.7,0.3,0.7194
16.32,20,41.9,0.32,0.6808
17.25,38,48.0,0.52,0.6471
20.89,43,36.5,0.32,0.6477
20.04,82,19.0,0.6,0.8051
26.68,47,34.6,0.61,0.7761
35.1,127,33.1,0.6,0.6736
3.54,8,33.1,0.54,0.744
12.08,44,29.0,0.57,0.7577
27.14,21,26.3,0.36,0.7179
8.62,21,17.0,0.2,0.669
56.85,59,15.6,0.54,0.6153
2.26,27,26.3,0.45,0.7193
13.57,38,47.8,0.89,0.8564
2.31,45,35.0,0.74,0.7888
8.11,246,18.0,0.86,0.8846
16.26,8,42.5,0.11,0.6885
30.34,28,41.2,0.25,0.6437
41.09,42,33.1,0.74,0.7361
4.04,89,45.8,0.58,0.82
0.84,173,33.1,0.89,0.921
33.43,175,30.3,0.4,0.6022
9.1,40,13.9,0.67,0.7026
23.07,22,31.0,0.56,0.693
5.29,55,31.4,0.45,0.8197
5.09,98,18.2,0.49,0.7392
16.83,53,34.3,0.63,0.7723
0.66,101,36.3,0.75,0.8738
8.21,6,10.2,0.29,0.6185
11.94,38,45.6,0.28,0.6431
7.7,72,9.6,0.7,0.7755
2.58,6,28.6,0.5,0.5791
9.56,70,34.8,0.71,0.8539
5.17,52,15.9,0.56,0.733
22.15,13,19.5,0.33,0.6367
1.87,25,17.9,0.53,0.6647
26.39,7,47.5,0.23,0.5161
64.21,5,18.9,0.62,0.5274
1.79,52,12.0,0.74,0.8636
5.05,31,13.5,0.6,0.6841
16.51,96,29.7,0.76,0.7661
10.8,111,41.4,0.94,1.0
5.31,9,2.3,0.52,0.6716
13.36,27,9.5,0.52,0.6922
8.43,13,26.3,0.42,0.6753
21.25,27,22.2,0.53,0.6743
15.04,21,4.4,0.43,0.6147
14.83,89,20.5,0.48,0.8542
53.09,15,29.5,0.55,0.6332
34.54,122,6.0,0.88,0.6924
69.32,17,18.0,0.74,0.6366
15.43,41,37.7,0.45,0.6975
2.76,41,9.9,0.66,0.7958
23.36,54,38.9,0.43,0.614
6.3,13,14.3,0.18,0.7516
18.16,51,10.7,0.72,0.875
18.97,61,11.8,0.96,0.8717
14.41,42,2.1,0.42,0.6101
10.19,60,45.1,0.79,0.9197
6.28,20,21.1,0.46,0.6358
4.82,62,38.0,0.73,0.8001
45.24,58,34.4,0.81,0.7254
5.2,21,40.1,0.22,0.6672
14.02,35,20.4,0.56,0.7089
4.24,11,34.1,0.36,0.6938
92.08,54,39.5,0.78,0.6248
5.31,44,46.4,0.75,0.8299
21.54,31,47.9,0.47,0.6203
5.93,69,6.0,0.89,0.7894
3.25,24,33.7,0.12,0.6539
57.19,101,13.5,0.8,0.7679
3.7,32,29.0,0.51,0.6584
4.47,5,16.1,0.25,0.7441
5.8,61,29.5,0.6,0.8855
33.01,13,3.1,0.33,0.4983
50.96,46,5.8,0.79,0.7534
41.38,6,7.4,0.57,0.5224
17.69,81,20.2,0.62,0.8265
16.36,15,34.5,0.47,0.6583
4.68,60,35.2,0.3,0.7812
6.02,5,13.5,0.47,0.7234
10.83,40,17.2,0.68,0.8146
26.58,116,23.4,0.66,0.7831
17.28,189,18.2,0.65,0.8479
11.77,77,28.3,0.66,0.8211
7.11,129,18.1,0.61,0.8553
1.72,58,25.2,0.53,0.8743
22.36,16,2.0,0.08,0.5284
8.68,163,11.4,0.7,0.8739
6.29,46,37.3,0.66,0.7043
63.83,84,41.6,0.43,0.5888
13.61,42,29.5,0.62,0.7574
6.92,56,24.6,0.75,0.8721
1.15,93,28.2,0.82,0.8102
28.23,35,12.8,0.63,0.6827
34.0,12,19.0,0.34,0.6231
17.3,71,12.8,0.75,0.7478
40.28,45,31.3,0.6,0.6894
5.94,120,10.4,0.8,0.7194
29.24,24,19.1,0.38,0.6173
40.94,23,38.1,0.5,0.6425
38.3,79,27.6,0.42,0.6368
7.6,131,36.5,0.62,0.803
1.98,47,22.3,0.72,0.8403
20.52,12,6.0,0.38,0.4939
44.78,62,28.0,0.43,0.6673
4.19,7,21.4,0.36,0.6437
20.87,47,7.6,0.59,0.6947
0.57,75,8.4,0.37,0.7781
